index,mzmed,rtmed,matched,qSvsMB,qSvsNC,modelPredicted,predictVal,BLANK-A_0,BLANK-A_0.5,BLANK-A_1,BLANK-A_2,BLANK-A_3,BLANK-A_4,BLANK-A_5,BLANK-A_6,BLANK-A_7,BLANK-A_8,BLANK-A_9,BLANK-A_10,BLANK-A_11,BPF-A1_0,BPF-A1_0.5,BPF-A1_1,BPF-A1_2,BPF-A1_3,BPF-A1_4,BPF-A1_5,BPF-A1_6,BPF-A1_7,BPF-A1_8,BPF-A1_9,BPF-A1_10,BPF-A2_0,BPF-A2_0.5,BPF-A2_1,BPF-A2_2,BPF-A2_3,BPF-A2_4,BPF-A2_5,BPF-A2_6,BPF-A2_7,BPF-A2_8,BPF-A2_9,BPF-A2_10,BPF-B_0,BPF-B_0.5,BPF-B_1,BPF-B_2,BPF-B_3,BPF-B_4,BPF-B_5,BPF-B_6,BPF-B_7,BPF-B_8,BPF-B_9,BPF-B_10
8531,8531,137.0381639321645,0.6004166666666674,0,0.913649789198401,0.8745460606500091,0,0,2214.562744140625,3665.18505859375,3388.657470703125,1709.4763793945312,2870.9150390625,2270.7730712890625,2836.542236328125,2179.94189453125,2708.8111572265625,2206.0870361328125,2024.0048217773438,2009.135986328125,1923.6303100585938,2799.051513671875,3623.7225341796875,1078.4613037109375,2693.5198974609375,2847.6947021484375,2673.3009033203125,2692.147216796875,2318.8847045898438,2913.403076171875,1874.2976684570312,1979.5221557617188,1920.532470703125,3168.04052734375,2811.7373046875,2687.821044921875,3115.3956298828125,2982.0391845703125,2443.7920532226562,2921.9993896484375,1990.8638305664062,1850.5496215820312,1974.2200317382812,1873.3794555664062,1871.8583374023438,3121.2042236328125,2910.06005859375,2709.8577880859375,3051.98486328125,2892.32666015625,2719.1484375,2743.9163818359375,2202.4691162109375,2151.9215698242188,1651.568359375,1918.7613525390625,1912.1543579101562
8533,8533,136.96020258926762,1.1737804878048752,0,0.40520862028278276,0.4909021087175676,0,0,3737.035400390625,4411.679443359375,0.0,0.0,0.0,2168.0615234375,0.0,2558.68896484375,0.0,0.0,1998.4542236328125,0.0,0.0,3940.0980224609375,3815.959228515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5396.4002685546875,5179.029296875,4022.9996337890625,3948.6678466796875,5051.856201171875,0.0,0.0,0.0,0.0,0.0,4865.524169921875,0.0,4663.00341796875,6788.10302734375,8265.26220703125,6103.482421875,7123.11181640625,6501.333251953125,7051.26611328125,6524.79248046875,6430.140380859375,7065.978515625,6089.402587890625,5740.20654296875,5754.32421875,6109.416015625,5014.459228515625
8534,8534,497.16924708904605,11.272772277227725,0,1.0076149382971926,0.763946106127785,0,0,850.5479125976562,964.4791870117188,2026.3523559570312,1807.8401489257812,1076.086669921875,1659.4193420410156,2166.8245849609375,430.8103942871094,2235.2623291015625,1579.0689697265625,332.00048828125,713.082763671875,410.12669372558594,2030.084716796875,2015.8026123046875,2022.864013671875,836.8052978515625,2235.394775390625,2262.338134765625,1834.0089111328125,3554.5304260253906,901.888916015625,613.5027160644531,751.0256958007812,639.943359375,2095.031982421875,2335.2633056640625,2364.4178466796875,2018.3042602539062,2413.297607421875,264.5,1038.756103515625,440.5032043457031,0.0,1296.4171752929688,0.0,365.54010009765625,2250.9749755859375,2375.69921875,2173.4766845703125,2182.9677734375,1260.451904296875,2063.088623046875,1001.3421020507812,394.9640808105469,801.1877136230469,613.8316040039062,1437.9727478027344,739.8644104003906
8535,8535,242.19403176641268,10.517283950617276,0,0.914486679783331,1.0329225570951512,0,0,33643.5302734375,24136.4765625,24287.498046875,36207.888671875,21228.8369140625,148981.7392578125,22800.3310546875,201447.859375,23381.173828125,195232.3125,197840.2265625,139525.44921875,145918.2265625,33855.7939453125,32702.166015625,33991.529296875,29541.6279296875,27798.40625,24490.7490234375,22068.22265625,128395.953125,22386.291015625,198446.8984375,136274.8125,83694.34375,29423.1005859375,24906.7666015625,28676.671875,28655.5810546875,25713.140625,129141.64453125,21610.341796875,196855.84375,273330.46875,194906.890625,289712.59375,112462.97265625,28749.7607421875,28533.8193359375,25511.654296875,28557.4912109375,24980.6962890625,25393.78125,22783.0185546875,227427.5,216167.4609375,218332.28125,210475.171875,119681.28515625
8536,8536,471.3319609693706,7.721674876847306,0,0.5295757163790789,0.41306555331713124,0,0,0.0,2539.144287109375,3130.64208984375,153.19140625,2634.6060791015625,4079.0965576171875,2462.72314453125,5182.3544921875,2890.5526123046875,4181.47509765625,4707.593994140625,5052.8966064453125,593.0431060791016,1063.005615234375,1512.806396484375,173.3802032470703,1368.26123046875,3277.7724609375,2557.8692626953125,2711.6842041015625,3840.8780517578125,2278.0888671875,5560.668212890625,3742.686279296875,4083.3436279296875,0.0,1476.144775390625,1439.7632904052734,2984.092529296875,2677.417236328125,4301.0084228515625,2896.89306640625,5230.782958984375,6214.90380859375,4952.946533203125,6495.17138671875,5306.983154296875,2612.308349609375,2673.7381591796875,2846.017333984375,1246.8380126953125,2707.5291748046875,1589.6015625,2416.2440185546875,5455.716064453125,5004.1845703125,4196.7120361328125,6019.4107666015625,3341.4466552734375
8537,8537,263.1338177635556,11.436904761904753,0,0.057378612438562446,0.08194987232396928,0,0,411.4004211425781,304.95001220703125,653.0582275390625,0.0,0.0,286.46942138671875,230.72596740722656,240.35813903808594,0.0,0.0,0.0,678.7600708007812,0.0,623.8319396972656,286.2124938964844,792.7498168945312,0.0,712.9100646972656,269.7109375,0.0,250.6420440673828,0.0,560.1145172119141,0.0,288.6790466308594,0.0,0.0,361.506591796875,676.2951965332031,0.0,0.0,0.0,505.7083282470703,0.0,0.0,206.90843200683594,0.0,384.0829162597656,0.0,441.3894348144531,744.299560546875,0.0,0.0,359.2825622558594,2216.47314453125,0.0,0.0,0.0,0.0
8538,8538,329.0868059794108,11.1,0,3.75697894338447e-14,0.006934422559126779,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.056884765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.7301025390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.52813720703125,0.0,0.0
8539,8539,360.2355248587472,8.141758241758252,0,0.13716723846418935,0.09379740007515262,0,0,993.2929077148438,1141.8253784179688,2081.4981079101562,0.0,262.1351318359375,179.29592895507812,0.0,0.0,0.0,138.73529052734375,238.8531951904297,0.0,0.0,767.1575317382812,891.4307861328125,0.0,1652.0604248046875,809.6851501464844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1381.1384887695312,735.9431762695312,797.3249053955078,1050.5427551269531,637.2564697265625,0.0,0.0,0.0,204.60377502441406,0.0,133.42308044433594,0.0,1294.2439575195312,1591.0413208007812,865.8733520507812,946.5120849609375,745.7744750976562,0.0,0.0,0.0,0.0,0.0,170.75567626953125,0.0
8541,8541,261.12961854325965,5.7617021276595715,0,0.7201646989118929,0.4605601668826293,0,0,10605.6962890625,15494.58349609375,8559.651611328125,1516.7199096679688,377.9086608886719,403.0887756347656,896.3254699707031,420.781005859375,415.8888854980469,0.0,0.0,0.0,0.0,7702.1923828125,10176.36474609375,1691.5850219726562,2924.1315307617188,1088.6348876953125,763.8894348144531,421.504638671875,0.0,399.875,0.0,0.0,0.0,8286.401611328125,10004.6923828125,2463.4617309570312,2659.229248046875,1063.1016235351562,0.0,326.4678649902344,0.0,0.0,0.0,0.0,0.0,3625.3214111328125,6228.93505859375,4265.5032958984375,3687.17578125,3931.2188720703125,3918.7454833984375,1871.8704833984375,1588.5625,1480.7813720703125,1400.6253662109375,1732.528564453125,4317.127685546875
8543,8543,273.03547795613605,5.726388888888891,0,3.5044561129627765e-13,0.21746493551072665,0,0,526.4678344726562,642.4794311523438,501.5002746582031,0.0,993.798828125,516.6992797851562,484.72320556640625,0.0,492.9173583984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0474243164062,1074.5825805664062,1136.3208618164062,587.0928344726562,0.0,488.3765563964844,0.0,0.0,0.0,0.0,504.29290771484375,0.0,933.9678649902344,1052.642578125,482.1000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8544,8544,451.3258929739193,7.718877551020425,0,0.5424222901187941,0.45541074871230774,0,0,314.5495910644531,713.7627563476562,630.8580322265625,0.0,694.1673583984375,1155.5830993652344,776.1374816894531,1334.6536254882812,679.970458984375,1236.1217651367188,1150.8971557617188,1152.125244140625,0.0,382.95159912109375,469.73052978515625,0.0,296.99127197265625,735.6850891113281,757.0627136230469,755.5569458007812,1074.4498901367188,581.5054473876953,1138.1651916503906,964.8027648925781,1040.6325378417969,375.1246337890625,322.4447021484375,335.6363525390625,711.7533874511719,768.1436462402344,647.8950805664062,812.4200134277344,1406.1455688476562,1570.904296875,1427.1993408203125,1984.095703125,1452.3744506835938,845.8118591308594,778.6452941894531,722.0887145996094,628.5167236328125,716.9285583496094,724.3582458496094,722.2871398925781,1178.8052978515625,1527.07177734375,1543.1455688476562,1376.7527465820312,1008.3167114257812
8545,8545,176.94592941346974,0.738271604938271,0,0.5192006223833127,1.504763760124672,0,0,3712.7047119140625,21111.48974609375,4566.0850830078125,4689.220703125,26512.4677734375,15699.765747070312,29967.1396484375,3645.35205078125,21346.625,3099.7918701171875,3642.2166748046875,3546.47705078125,2070.6316528320312,3339.191650390625,3813.1962890625,3805.2569580078125,3441.9952392578125,11143.38427734375,20987.3076171875,12449.36474609375,3068.4613037109375,2759.6011962890625,3320.9937744140625,3448.389404296875,3538.017333984375,3239.70361328125,5710.612548828125,3245.029052734375,7533.057373046875,7467.9058837890625,12584.149047851562,19710.0107421875,3154.818359375,3468.889404296875,3285.822265625,3482.0849609375,3250.203369140625,3015.955078125,3293.8641357421875,3094.888916015625,3123.145263671875,3216.5313720703125,2880.4857177734375,2960.3521728515625,3693.15478515625,3510.0960693359375,3192.1103515625,3253.1756591796875,4030.1246337890625
8546,8546,471.3322463299162,7.221105527638206,0,0.9214606845210009,0.7057424595368781,0,0,2223.600341796875,4485.2198486328125,4423.294921875,0.0,3984.4215087890625,3138.13427734375,4186.0946044921875,1915.653564453125,4546.182861328125,2073.89599609375,2436.41162109375,2157.4566650390625,464.8724060058594,2602.369384765625,2496.515625,0.0,2395.20556640625,4885.50244140625,4453.517333984375,3980.143798828125,2266.313720703125,4519.707275390625,2145.1400146484375,2273.4951171875,2612.8817138671875,2540.81201171875,2195.3408203125,1877.6612548828125,4945.040771484375,4897.26416015625,3263.2833251953125,4483.68603515625,2147.5606689453125,2118.7871704101562,2523.1851806640625,2446.932373046875,2885.4019775390625,0.0,4615.384765625,2530.22607421875,2779.36962890625,5550.2333984375,5671.8056640625,2549.480224609375,1302.1312255859375,2571.47998046875,2353.7906494140625,2767.5643310546875,0.0
8549,8549,553.236317952474,7.364197530864192,0,1.946417915157369e-13,0.11275109833256991,0,0,0.0,0.0,0.0,0.0,190.125,517.8062744140625,327.0451202392578,250.91358947753906,262.86036682128906,0.0,331.51123046875,243.85134887695312,0.0,0.0,0.0,4590.08935546875,284.8444519042969,214.390625,255.90835571289062,149.5609893798828,111.02381134033203,0.0,243.32049560546875,135.5061798095703,0.0,0.0,0.0,3528.75244140625,528.1773681640625,145.00592041015625,517.6782073974609,0.0,179.685791015625,515.0093078613281,282.38909912109375,649.0003356933594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8550,8550,249.02282623291015,7.235111111111136,0,0.21809259000954495,0.26704769103146114,0,0,2134.5499877929688,2073.30224609375,1904.9791259765625,2069.057373046875,1629.9277954101562,1474.7276306152344,1731.9712524414062,820.7687377929688,1774.5123901367188,772.9388122558594,919.7644653320312,577.7807006835938,8061.412841796875,1933.3990478515625,2051.2051391601562,1807.1343994140625,2023.9549560546875,1909.3984375,1985.1214599609375,1919.0386352539062,470.89520263671875,2071.6930541992188,454.5679016113281,654.3157348632812,683.9976196289062,1829.4930419921875,1581.0463562011719,2527.9541015625,2414.9276123046875,2515.2127685546875,1848.9824829101562,1885.1357421875,1190.9855651855469,1469.793701171875,637.9952392578125,530.7568359375,1194.718994140625,2581.31787109375,2236.2885131835938,2151.9202880859375,2080.1826171875,2458.2178955078125,2080.6215209960938,2373.8706665039062,1421.7093505859375,1353.9517822265625,748.7274169921875,1335.200439453125,1217.5386962890625
8551,8551,360.23595495784986,7.930392156862736,0,0.6749238345781938,0.5930760704464859,0,0,3546.3427734375,2921.0660400390625,5407.08984375,363.35365295410156,1126.1398010253906,325.3802795410156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2057.32275390625,2799.014404296875,260.0022277832031,4096.3779296875,2194.8198852539062,0.0,0.0,0.0,949.6603698730469,0.0,0.0,0.0,3603.0867919921875,2967.7374267578125,2820.8977966308594,3020.9283447265625,2361.064453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3951.2225341796875,4850.089599609375,3627.015869140625,4377.0537109375,3754.2266845703125,0.0,632.3018188476562,0.0,0.0,0.0,0.0,0.0
8553,8553,174.94980118990927,0.8773662551440307,0,2.4843558790174995,0.9743229999471437,0,0,4589.7919921875,13670.746826171875,4032.7847900390625,3230.8671875,3931.185302734375,4261.2078857421875,4985.762939453125,3999.845458984375,3847.1009521484375,2940.7474365234375,3410.93603515625,2561.4609375,2413.6561279296875,4101.7257080078125,4089.9503173828125,2740.9705810546875,2778.5230712890625,2600.4395751953125,4850.871826171875,3210.6217041015625,3473.117919921875,2092.2462768554688,2550.0284423828125,3215.86572265625,2531.319580078125,3798.7490234375,4155.0625,2586.0767211914062,3849.3953857421875,3047.7811279296875,3554.93603515625,3976.612548828125,2755.5390625,3626.2474365234375,2370.1929931640625,2736.8515625,2311.3209228515625,7674.927001953125,8317.512939453125,8077.099365234375,7413.215087890625,7733.560791015625,7761.062744140625,8073.7041015625,7822.556884765625,7829.78466796875,7688.872314453125,8775.20458984375,8485.7236328125
8555,8555,329.226425525754,10.396511627906973,0,0.3125404883480435,0.7141443293336208,0,0,4262.68505859375,3572.950927734375,3616.2786865234375,4384.330322265625,960.5,2944.2261962890625,2656.345458984375,2710.893798828125,1050.2965087890625,2328.3936157226562,1431.3759155273438,930.5414123535156,1347.4642944335938,3082.235107421875,3610.60595703125,4581.327880859375,5064.340576171875,2811.201904296875,3184.1507568359375,2346.0557861328125,3176.7891845703125,1121.5081787109375,2192.6220092773438,1093.8556518554688,1916.9348754882812,6631.5390625,3164.48779296875,3299.162109375,3172.40966796875,2263.5921630859375,3041.269287109375,2433.0164794921875,2340.81201171875,1492.0750122070312,2437.2650146484375,287.2613525390625,151.36862182617188,743.125,0.0,0.0,0.0,1213.970458984375,0.0,0.0,1713.2946166992188,1471.0812377929688,1497.6882934570312,1678.5126953125,1823.6237182617188
8556,8556,433.2405051951028,6.425153374233119,0,0.14898299023224096,0.5747587904750558,0,0,0.0,1987.263427734375,887.1035766601562,291.24853515625,1762.7064819335938,1027.3750915527344,941.0294189453125,410.8393249511719,1544.2229614257812,552.7705993652344,514.572265625,0.0,0.0,0.0,426.73468017578125,297.5953369140625,1105.8733520507812,1397.1769409179688,1545.6270141601562,1698.964599609375,0.0,1437.6490478515625,285.6326599121094,562.6683349609375,294.3269958496094,0.0,0.0,800.0099487304688,1332.4200439453125,2102.8169555664062,0.0,1725.0065307617188,553.9214935302734,207.27586364746094,221.0124969482422,468.4862976074219,201.24575805664062,1241.359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8557,8557,477.26746956246797,6.813934426229494,0,1.929234304017407e-13,0.3378930409017479,0,0,1354.5423583984375,829.73876953125,1754.8578491210938,0.0,542.6575317382812,832.6178894042969,706.123291015625,226.18014526367188,1282.5445556640625,512.77001953125,252.04444885253906,465.11248779296875,0.0,1280.0215454101562,348.36090087890625,230.41358947753906,816.0178833007812,850.9295654296875,457.2080078125,660.0009765625,204.88888549804688,594.1246337890625,222.79779052734375,0.0,505.7204895019531,1352.5921325683594,477.6888732910156,943.1865539550781,606.4197998046875,597.640380859375,184.57095336914062,0.0,458.90167236328125,310.1927490234375,267.4012451171875,536.7804260253906,534.3095397949219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8558,8558,358.24824953079224,5.989999999999998,0,0.9640673885684841,0.6078210011972622,0,0,2273.142822265625,4820.788330078125,3469.2547607421875,0.0,2808.2073974609375,1512.946044921875,2907.89306640625,732.5285034179688,2940.27783203125,578.1851806640625,789.5235595703125,1324.2035522460938,0.0,2197.225830078125,2488.429931640625,0.0,1392.2755126953125,2719.1005859375,2717.91845703125,2674.2012939453125,1360.2310791015625,3010.1890869140625,760.4865112304688,1344.2218017578125,1490.6561279296875,2525.725341796875,2215.509521484375,1968.0244140625,2977.73876953125,2944.3590087890625,1455.0947265625,2867.29833984375,1437.9016723632812,0.0,886.5870971679688,629.478271484375,744.1111450195312,4218.64599609375,4530.351806640625,4365.682373046875,4671.899169921875,4584.4150390625,4896.144775390625,5185.106201171875,0.0,0.0,1230.8104248046875,718.2785034179688,1373.240234375
8559,8559,239.151416987329,11.218905472636814,0,1.037442694916066,0.8144299311324471,0,0,1160.0736083984375,1319.6204833984375,4001.912841796875,1117.25341796875,1160.31494140625,1263.7606201171875,2459.4578857421875,3577.193603515625,2293.0450439453125,2354.0164794921875,2817.6446533203125,3633.7874755859375,1176.2835388183594,1227.860107421875,1380.821533203125,1930.1836547851562,1120.68603515625,2468.355712890625,2505.6405029296875,2470.1041259765625,2344.5579833984375,2349.2369384765625,3152.1612548828125,2575.8712158203125,2169.242431640625,2426.4383544921875,2146.027587890625,1460.1131591796875,2631.8621826171875,2487.56103515625,1227.2049560546875,2359.3753662109375,2373.3438720703125,5273.489990234375,2858.104248046875,4442.505126953125,2206.2589111328125,2714.5076904296875,2768.1695556640625,1296.612548828125,2756.0196533203125,1375.6805419921875,2410.13525390625,2293.7371826171875,2462.5018310546875,3987.50732421875,2447.0751953125,2795.6915283203125,2563.97119140625
8560,8560,389.21219183171837,6.0815533980582615,0,1.8263195940922772e-13,0.3680388923943392,0,0,735.8533935546875,0.0,1286.03076171875,0.0,945.5104370117188,928.0062561035156,1000.1011657714844,265.7401428222656,699.938232421875,248.09573364257812,0.0,220.75222778320312,0.0,494.843017578125,426.9766845703125,0.0,825.13720703125,1438.57958984375,1328.6055297851562,1496.795166015625,0.0,1113.077880859375,0.0,0.0,0.0,712.58642578125,0.0,0.0,921.3672485351562,1763.4263305664062,606.6275634765625,1191.926025390625,241.96749877929688,0.0,0.0,579.2668304443359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8561,8561,299.18597702546555,10.682954545454535,0,0.5744792838963876,0.5653222889325242,0,0,2602.4197387695312,618.0474243164062,1619.9383544921875,2928.040283203125,0.0,358.75,0.0,764.3851013183594,0.0,1187.8482055664062,604.9762725830078,727.8650512695312,439.24224853515625,2317.8988037109375,2616.4689331054688,2970.3787841796875,2236.8013305664062,0.0,427.0105285644531,481.6269836425781,1843.5682678222656,868.8469848632812,613.3131408691406,743.9667663574219,850.2378540039062,2377.187744140625,1026.7030639648438,2526.2418212890625,0.0,0.0,263.01837158203125,679.0435180664062,750.039306640625,683.9256286621094,878.4018249511719,801.3319702148438,736.3029479980469,839.1742553710938,789.9470825195312,0.0,1602.2172241210938,741.194580078125,0.0,0.0,884.0731201171875,343.6825256347656,687.5586853027344,980.7368774414062,798.5065307617188
8562,8562,329.2258173245103,10.673134328358206,0,0.447097426254132,0.6710569322873893,0,0,2427.7666015625,0.0,1103.04541015625,2258.368896484375,0.0,1496.2816162109375,0.0,2919.710693359375,0.0,2407.6014404296875,1332.80126953125,735.3176879882812,776.8680725097656,1037.9107666015625,1385.33544921875,2581.376220703125,1231.9830322265625,0.0,0.0,0.0,2444.9613037109375,0.0,2243.7568359375,969.4987182617188,1712.17041015625,4461.5869140625,768.4923095703125,872.0011596679688,756.7315673828125,0.0,1594.8724365234375,0.0,2340.81201171875,2782.201904296875,2301.48095703125,420.17376708984375,689.412841796875,0.0,0.0,0.0,642.693115234375,0.0,0.0,444.0869445800781,1485.1377563476562,821.2066650390625,1245.9391784667969,1146.818359375,1053.5368957519531
8563,8563,279.1578376019587,11.790983606557377,0,1.5434856161035462,1.0756312581866603,0,0,0.0,794.742431640625,1596.9546508789062,929.25,0.0,469.0006408691406,0.0,747.9467468261719,0.0,1225.5383911132812,520.2769165039062,678.1328125,9522.90234375,660.881103515625,710.8170166015625,0.0,0.0,1514.9262084960938,719.6985473632812,0.0,1012.5923767089844,0.0,948.7489318847656,865.8441772460938,0.0,856.6406860351562,824.2553100585938,647.8404541015625,1367.9852294921875,639.13330078125,397.14892578125,0.0,928.521728515625,1009.4179382324219,1104.9093627929688,703.6653442382812,0.0,1424.5306396484375,1396.4373779296875,751.9719848632812,1466.5756225585938,810.3101196289062,777.3177490234375,771.3402709960938,1187.9444580078125,883.3827514648438,829.888916015625,1209.3211669921875,0.0
8564,8564,521.2941891568379,7.105825242718459,0,2.988818251772734e-13,0.30054816293577874,0,0,0.0,0.0,0.0,216.4613800048828,256.23602294921875,301.4923400878906,346.837158203125,0.0,429.0131530761719,329.09832763671875,178.8333282470703,194.53509521484375,0.0,0.0,0.0,0.0,450.5186767578125,594.9061584472656,0.0,755.0866088867188,0.0,194.44117736816406,200.98648071289062,0.0,196.2051239013672,0.0,0.0,351.9506530761719,1005.4075317382812,841.5050659179688,680.8858642578125,1005.5057067871094,292.0006408691406,183.72250366210938,474.6463317871094,451.61241149902344,350.5486145019531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8566,8566,171.099650375114,6.0256198347107475,0,1.0487569883906738,0.7790816314343058,0,0,2132.751220703125,2238.1455078125,2022.3751220703125,1750.061767578125,1902.8533935546875,1870.6023559570312,1766.279052734375,1723.3342895507812,1336.6336669921875,1761.529296875,1879.239013671875,1925.5233154296875,1193.1061401367188,2084.793212890625,2387.1264038085938,1967.0267333984375,1889.5855712890625,1604.9423217773438,1757.1370239257812,1855.3099365234375,1704.855712890625,1643.9277954101562,1413.1629638671875,2275.9454345703125,1709.7808837890625,3230.0745849609375,2352.858642578125,1597.916748046875,2089.80810546875,2522.594970703125,1492.5482177734375,1739.3885498046875,1385.8815307617188,1665.5598754882812,2036.5228881835938,1430.0462036132812,1466.213134765625,2589.561767578125,3786.7989501953125,3705.13818359375,3943.749267578125,3059.1318359375,3419.6988525390625,4315.900634765625,2069.6367797851562,1916.3043823242188,1850.0848388671875,1770.013671875,1984.618408203125
8567,8567,345.18552017211914,5.574999999999999,0,1.7721148283863382e-13,1.7721148283863382e-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8569,8569,213.0614458548056,10.88378378378378,0,0.29589024502411077,0.27583985614628337,0,0,372.57757568359375,0.0,0.0,582.7924194335938,0.0,504.73602294921875,1105.9955139160156,562.7083129882812,1095.3955993652344,911.3131103515625,496.84259033203125,430.72296142578125,325.00482177734375,475.17999267578125,0.0,409.4166564941406,430.5294189453125,1125.1144409179688,6447.59326171875,632.0240478515625,396.84027099609375,678.5380859375,425.3228454589844,683.7808532714844,819.1712341308594,492.0249938964844,716.8211975097656,539.2779541015625,0.0,1146.80029296875,1005.6728515625,21879.501953125,961.0244750976562,1028.0792236328125,988.2716369628906,931.5130310058594,542.0006103515625,468.4200439453125,427.5514831542969,1080.1866149902344,0.0,0.0,1098.1995849609375,0.0,0.0,439.9532775878906,909.5383911132812,980.7315979003906,920.7386474609375
8570,8570,239.16275163130328,11.781818181818181,0,1.0170536296525596e-12,0.06542814265490239,0,0,0.0,0.0,2138.272705078125,1299.546630859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0717163085938,0.0,0.0,1482.955810546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.8017578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8571,8571,168.97351912510248,2.2806584362139892,0,1.6756592284516525,0.9920469708321716,0,0,24832.28515625,29949.1494140625,16753.1748046875,17476.74560546875,10313.36572265625,10311.00341796875,9835.326171875,11829.63623046875,9111.0556640625,11182.03857421875,12629.0478515625,11547.30224609375,9313.12109375,25253.4951171875,25496.2724609375,14002.7138671875,13156.9052734375,9523.63134765625,10252.5732421875,10913.3125,12539.873046875,10471.1728515625,12094.55322265625,14053.607421875,13223.89208984375,25639.6787109375,23674.5458984375,14785.0029296875,11984.166015625,10432.37451171875,10161.134765625,10159.50048828125,12550.9365234375,11072.1875,12681.4384765625,14215.73486328125,12198.8603515625,40475.697265625,40989.72265625,39447.037109375,44369.123046875,46860.578125,46617.091796875,48473.71875,51292.16796875,52690.6171875,41598.19921875,48141.619140625,47520.501953125
8573,8573,565.3206811692979,7.3122222222222,0,1.0234413254617085,0.5184722655721923,0,0,718.7461547851562,1709.4562377929688,1397.2872924804688,278.24261474609375,1537.8521118164062,1028.9054260253906,1145.5341796875,487.0200500488281,1220.6881103515625,281.6026611328125,0.0,148.27183532714844,166.63636779785156,1025.1741943359375,369.1892395019531,253.62460327148438,259.6155700683594,612.5152587890625,734.05517578125,1268.3701782226562,205.2191925048828,716.8050537109375,554.0496520996094,172.6281280517578,244.40243530273438,1124.0719299316406,1112.9051818847656,422.9017028808594,1331.801025390625,1469.47802734375,805.54296875,1092.1068420410156,451.38954162597656,241.07440185546875,211.4798583984375,169.10061645507812,259.50638580322266,7913.86767578125,5498.421875,5787.44140625,4824.3486328125,4560.275390625,4122.9815673828125,3664.26904296875,1417.1693115234375,1209.007080078125,972.760986328125,833.0255126953125,992.02783203125
8574,8574,197.80722417949158,4.276954732510291,0,1.448642360970459,0.7779606740678499,0,0,3058.0172119140625,4237.3780517578125,3501.93212890625,2715.8330078125,3513.589111328125,4985.3927001953125,4191.8023681640625,9771.642578125,4626.651611328125,9099.6591796875,11012.042724609375,10620.3017578125,3786.45654296875,3250.43603515625,3816.7940673828125,3343.1402587890625,3397.5523681640625,2446.1802978515625,4182.92724609375,4886.19384765625,16326.79541015625,4963.172607421875,7583.403564453125,9868.58349609375,8958.97314453125,3568.2589111328125,3020.8701171875,2629.4189453125,2622.8585205078125,2706.5428466796875,4108.0587158203125,4285.668701171875,6107.061279296875,16893.13916015625,13056.4892578125,17813.5859375,7149.09619140625,8834.87060546875,9302.85498046875,10653.79833984375,8030.3447265625,8119.855712890625,11076.5947265625,10905.0224609375,9882.484375,8161.410888671875,10635.25146484375,10666.9345703125,7438.283203125
