index,mzmed,rtmed,matched,qSvsMB,qSvsNC,modelPredicted,predictVal,BLANK-A_0,BLANK-A_0.5,BLANK-A_1,BLANK-A_2,BLANK-A_3,BLANK-A_4,BLANK-A_5,BLANK-A_6,BLANK-A_7,BLANK-A_8,BLANK-A_9,BLANK-A_10,BLANK-A_11,BPF-A1_0,BPF-A1_0.5,BPF-A1_1,BPF-A1_2,BPF-A1_3,BPF-A1_4,BPF-A1_5,BPF-A1_6,BPF-A1_7,BPF-A1_8,BPF-A1_9,BPF-A1_10,BPF-A2_0,BPF-A2_0.5,BPF-A2_1,BPF-A2_2,BPF-A2_3,BPF-A2_4,BPF-A2_5,BPF-A2_6,BPF-A2_7,BPF-A2_8,BPF-A2_9,BPF-A2_10,BPF-B_0,BPF-B_0.5,BPF-B_1,BPF-B_2,BPF-B_3,BPF-B_4,BPF-B_5,BPF-B_6,BPF-B_7,BPF-B_8,BPF-B_9,BPF-B_10
262,262,313.152223334255,11.075903614457808,0,1.0586354617759888,0.839048771508264,0,0,10199.6708984375,16197.72021484375,19162.689453125,1228.4522705078125,8732.56689453125,4048.742919921875,4970.9842529296875,303.74151611328125,4536.977783203125,0.0,0.0,508.891845703125,381.061279296875,10252.979370117188,10109.872802734375,1158.3013916015625,13000.623168945312,16749.75244140625,3600.5250244140625,5107.553955078125,0.0,7774.9742431640625,469.6731262207031,382.77911376953125,1276.451904296875,9651.505859375,10406.719299316406,9481.494140625,17378.3837890625,15675.37255859375,6793.6552734375,6737.26708984375,768.4645080566406,393.0957336425781,613.01611328125,0.0,1454.4649658203125,17830.3359375,19152.759765625,17285.19970703125,18236.615234375,15404.6513671875,4505.481201171875,6808.51416015625,338.0556640625,490.6367492675781,774.2528381347656,378.2659606933594,0.0
263,263,147.03191061765568,1.105349794238682,0,1.128332500876177,1.0035073748324903,0,0,81436.8203125,51039.412109375,35399.912109375,27764.5107421875,11032.6201171875,7531.93408203125,7863.9326171875,8234.20947265625,6452.250732421875,5990.776611328125,5751.12890625,10194.5107421875,5007.164306640625,70851.5,44156.1015625,26880.2734375,28534.345703125,10174.23876953125,7009.303955078125,6860.694091796875,5835.61279296875,7194.344482421875,5826.47412109375,5725.966796875,5732.391357421875,71740.5,48784.017578125,32750.662109375,31162.5703125,9498.54833984375,6686.05517578125,7634.87255859375,5557.56298828125,5471.94677734375,6267.891357421875,5840.6767578125,5746.620849609375,26678.6943359375,22204.966796875,22320.205078125,22167.244140625,27491.3896484375,25440.24609375,20107.802734375,16240.3974609375,21066.501953125,18455.240234375,17306.1640625,21122.611328125
264,264,328.89565421151116,1.1999999999999986,0,1.1592163272166945e-14,1.0222023040856616,0,0,0.0,1608.6422119140625,7853.1396484375,9459.59716796875,11861.32177734375,10883.94287109375,13279.6484375,10412.57373046875,14382.7841796875,8474.32470703125,7885.543212890625,7929.997314453125,8945.4716796875,862.30908203125,2695.948486328125,7990.103271484375,9396.1435546875,13677.98974609375,12875.2578125,12139.78515625,10740.91796875,9133.3603515625,6695.354736328125,6678.839599609375,6025.837890625,849.8641967773438,2840.697509765625,7115.173095703125,10187.32080078125,12474.63232421875,10764.76953125,13451.58056640625,10864.63330078125,7128.88134765625,6635.760498046875,4827.909423828125,5684.438232421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,265,118.99151357014973,8.637037037037034,0,0.9459980895862397,0.9200479636290088,0,0,8645.5048828125,9714.635986328125,6301.01513671875,11506.2119140625,9470.6455078125,8008.513427734375,7501.366455078125,6056.835205078125,6989.708984375,5199.90673828125,6238.591064453125,5242.68701171875,3992.7120361328125,9238.302490234375,7729.45458984375,8755.056884765625,8400.2060546875,11353.18359375,7483.568359375,7503.20556640625,5279.021240234375,9464.347412109375,4347.18359375,4274.873291015625,4473.498046875,7315.24365234375,7512.960693359375,7405.201171875,8658.778564453125,12411.755859375,8596.411743164062,8677.18310546875,5241.96484375,6800.9775390625,6260.3828125,4833.6953125,4249.49658203125,10175.80908203125,6557.890869140625,9303.187744140625,7710.394287109375,12451.97119140625,8030.64501953125,9287.38720703125,5419.230224609375,6009.935302734375,5145.57080078125,5171.78466796875,6357.1025390625
266,266,402.83075120713977,1.1993464052287561,0,1.1455015436780795e-14,1.0448300694248795,0,0,0.0,1178.39990234375,7067.446044921875,9051.13525390625,12620.63720703125,12094.6171875,12675.91455078125,11396.65087890625,12969.123046875,10203.30419921875,10002.25390625,9042.72998046875,10272.84326171875,892.5543823242188,1618.790283203125,7384.372314453125,8892.8466796875,12647.53857421875,13821.513671875,12960.27685546875,11490.50439453125,10002.78466796875,8848.50341796875,8409.1904296875,8569.23974609375,1883.941162109375,1372.643310546875,6554.799072265625,10145.62939453125,13299.634765625,12912.8291015625,13476.0732421875,11274.99365234375,8768.5537109375,8783.918212890625,7079.07275390625,8425.00927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,267,118.99159604924206,8.227983539094643,0,0.9369397071962333,0.9306422845875365,0,0,8645.5048828125,9714.635986328125,6301.01513671875,11506.2119140625,9056.82861328125,8008.513427734375,7588.96240234375,6056.835205078125,6897.515625,5150.003662109375,6212.18603515625,5242.68701171875,3992.7120361328125,8902.828125,7571.341552734375,8755.056884765625,8148.528076171875,11353.18359375,6516.8525390625,7571.350830078125,5263.501220703125,9464.347412109375,4347.18359375,4274.873291015625,4473.498046875,7332.432373046875,7454.36328125,7004.987548828125,8485.42333984375,12411.755859375,8596.411743164062,8135.75830078125,4932.1944580078125,6800.9775390625,6266.927978515625,4833.6953125,4249.49658203125,9995.409912109375,6557.890869140625,9303.187744140625,7710.394287109375,12451.97119140625,7804.63330078125,8835.2119140625,5355.125732421875,6009.935302734375,5193.59423828125,5171.78466796875,6357.1025390625
268,268,184.98460443774658,11.886934673366861,0,0.7854129905133208,0.8313695223276674,0,0,13844.3916015625,14685.22509765625,16422.93701171875,8365.125,10616.48046875,19069.41259765625,10030.09423828125,23411.59130859375,9708.20751953125,6501.02880859375,24322.181640625,14738.7392578125,6587.927978515625,14769.05712890625,13323.9599609375,13035.69482421875,13990.2685546875,14488.40673828125,11108.86279296875,10142.7958984375,14682.06982421875,9957.955078125,6262.31640625,12576.27099609375,0.0,16180.88134765625,19607.267578125,22351.6923828125,16991.59814453125,11922.396484375,13961.52001953125,10080.4033203125,15621.70751953125,19260.478515625,23412.3955078125,0.0,0.0,15732.58447265625,16170.74755859375,13507.208984375,17863.375,14186.15283203125,9888.07568359375,9986.31591796875,8566.83203125,7090.7568359375,6283.90869140625,0.0,0.0
269,269,118.9913334067351,6.850980392156848,0,1.0094752626366166,0.9964023238638671,0,0,4944.13330078125,2651.36865234375,5567.427978515625,10353.7216796875,5661.169921875,3037.6611328125,3361.877685546875,5539.633544921875,0.0,4703.22998046875,5692.37890625,3088.461669921875,3305.26318359375,8038.898681640625,6511.60205078125,7958.168212890625,0.0,10664.0302734375,0.0,0.0,5065.074951171875,0.0,2098.0234375,2066.649658203125,0.0,3178.51611328125,6204.912841796875,2465.908203125,7553.799072265625,11128.26904296875,1737.3128662109375,0.0,4385.0032958984375,5925.216796875,5271.49169921875,4235.447021484375,1693.9609375,8533.29736328125,5952.068115234375,2600.7451171875,7011.571533203125,4574.98876953125,3226.531005859375,8566.497802734375,4892.0946044921875,2483.221435546875,2494.344970703125,2854.486083984375,3146.16015625
270,270,313.1484668910903,10.475167785234904,0,1.3935906990758073,0.7272736589821837,0,0,5307.423400878906,11589.4375,9254.443359375,2036.0821533203125,7530.9720458984375,3179.434814453125,5009.41943359375,0.0,4892.0224609375,271.73052978515625,0.0,0.0,0.0,5696.58154296875,4858.817077636719,1609.712890625,5384.668212890625,12830.15673828125,4242.97802734375,4820.6376953125,0.0,6682.646484375,0.0,0.0,0.0,5399.169738769531,6451.4185791015625,7198.794921875,11945.75146484375,11270.7626953125,4911.69384765625,5448.03173828125,284.8125,0.0,0.0,0.0,0.0,12375.2763671875,10607.5205078125,10798.2998046875,13313.11572265625,11417.814453125,4564.0411376953125,5932.1981201171875,0.0,0.0,0.0,0.0,0.0
272,272,257.17478267963116,11.8802884615385,0,1.1015192775267824,0.8414033281533411,0,0,3102.438720703125,12388.226806640625,7649.827880859375,6715.8310546875,12387.11572265625,7326.279846191406,13606.0205078125,916.1597900390625,11492.5126953125,1813.030517578125,1982.83154296875,1860.4526977539062,6582.217529296875,6997.13037109375,7390.742919921875,6258.066650390625,2606.73828125,13116.2275390625,12755.9892578125,13089.93994140625,2382.9666748046875,11049.958984375,2120.3372802734375,1964.57421875,1064.228515625,6634.853271484375,9272.13330078125,8740.39990234375,10476.9716796875,11250.169921875,5556.3193359375,13061.51513671875,1006.1408081054688,978.1932983398438,1717.19775390625,0.0,0.0,12216.99951171875,8979.40869140625,5031.97998046875,12373.61767578125,12646.3310546875,12671.69140625,12127.42138671875,1157.8170166015625,2010.8834838867188,1148.0283203125,868.5,1100.8177490234375
273,273,240.90854121269064,1.1861702127659535,0,0.017249151080986725,1.0093072850500309,0,0,3142.8758544921875,4468.6357421875,7923.86376953125,8976.6748046875,9864.6787109375,9683.25634765625,11877.27880859375,11839.47021484375,10649.859375,7508.129638671875,9981.13525390625,7572.67822265625,7229.150390625,2894.8358154296875,4245.2803955078125,6782.173583984375,8488.78466796875,8729.7607421875,11775.875,11157.939453125,12128.15478515625,10695.88525390625,7155.5966796875,9633.45068359375,7907.9580078125,3286.616943359375,4858.78125,8718.46533203125,8855.24365234375,8634.3857421875,9317.4345703125,10884.2373046875,12132.67138671875,10478.0654296875,7620.66015625,8918.76416015625,7215.9794921875,0.0,1746.6231689453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,274,148.0609563191732,3.5,0,4.068544242885734e-14,0.6523650831707771,0,0,0.0,0.0,0.0,0.0,10320.583984375,4794.57080078125,5729.514892578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.39453125,6504.614501953125,12053.11572265625,7731.608154296875,3931.535888671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4452.125732421875,12556.11474609375,4770.56103515625,5763.087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,275,304.8929989856222,1.1934782608695627,0,1.2364378405172646e-14,0.993426448245292,0,0,3112.779541015625,4424.685791015625,6871.306396484375,8223.572998046875,10073.86767578125,9495.3193359375,10987.76025390625,10702.59765625,12629.1181640625,8546.00146484375,9551.02587890625,7369.440185546875,7823.15869140625,1638.41162109375,4410.056884765625,6972.863525390625,7739.054443359375,9034.3369140625,11480.0458984375,10035.2548828125,10587.0,9368.3642578125,7294.293701171875,8418.587646484375,6882.9404296875,3620.9952392578125,4447.545654296875,7035.068359375,7663.09326171875,10268.04833984375,9918.4287109375,10832.865234375,10288.6240234375,9678.9248046875,8655.15966796875,10643.43505859375,7192.5986328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,277,241.06134758466555,8.381069958847728,0,1.0067407740002203,0.976059005297808,0,0,6165.365234375,8048.91162109375,9109.2421875,9635.0908203125,9895.05322265625,6037.397705078125,6128.26220703125,5325.215576171875,5101.476318359375,5037.0751953125,4444.65478515625,5045.617431640625,4285.0657958984375,6280.342529296875,6240.634521484375,8245.4365234375,11057.85986328125,9175.23681640625,6563.68115234375,5539.560791015625,5875.5888671875,6080.27197265625,4606.408447265625,5020.506591796875,5130.529541015625,6197.515625,7635.114990234375,8192.19677734375,10329.35302734375,9050.00390625,6809.361572265625,6088.654296875,5228.15185546875,5888.4736328125,4701.96630859375,4752.606689453125,4680.02880859375,6365.65625,6258.12060546875,6619.50634765625,6413.9296875,6557.980224609375,6725.94140625,7432.759521484375,6517.626220703125,7485.454345703125,6554.12646484375,6328.544921875,6962.2333984375
279,279,122.9702902899848,7.148148148148132,0,0.7578375761328553,1.0276852042370883,0,0,38051.4208984375,100371.7265625,46631.087890625,87526.29296875,31742.4736328125,45095.005859375,33103.794921875,64907.517578125,29825.65625,59809.220703125,62989.126953125,61732.533203125,52260.322265625,49817.267578125,60484.63671875,70580.55859375,55177.92578125,31372.8564453125,30849.4755859375,34978.494140625,65230.98828125,33780.453125,59393.44140625,67614.19140625,70372.69921875,49649.998046875,74694.04296875,55382.083984375,38130.7607421875,32139.2431640625,42716.30859375,35863.654296875,59296.208984375,51105.771484375,59333.033203125,64358.0078125,59724.3984375,27499.8720703125,34473.2626953125,30099.482421875,29584.6220703125,32916.6318359375,26558.71875,26078.1943359375,52285.49609375,53951.431640625,52593.552734375,49054.255859375,59328.421875
282,282,806.9832608632296,1.8893004115226342,0,0.3635379947760109,0.9964452347183457,0,0,5895.107177734375,8639.83349609375,14745.150390625,16893.75341796875,23439.4404296875,19178.63525390625,20937.814453125,14137.60693359375,17016.91796875,11976.36865234375,8004.873046875,4957.71337890625,4049.1451416015625,5946.042236328125,6378.28564453125,17724.38671875,19541.1767578125,20031.880859375,21373.4951171875,16360.4248046875,10125.2900390625,7914.648681640625,4419.0799560546875,4316.430908203125,4200.64794921875,5819.0302734375,5545.314697265625,15752.56201171875,18401.6416015625,24484.2939453125,17824.60546875,19886.3046875,12422.83935546875,6181.2568359375,5636.18017578125,3743.9061279296875,3939.3983154296875,4411.3037109375,4676.875244140625,4596.136962890625,4480.217041015625,4763.857177734375,4350.35986328125,4618.376953125,3706.410888671875,3727.7835693359375,3425.209716796875,3632.791015625,4136.8466796875
284,284,957.9635112746753,2.03744855967078,0,0.5168868773511918,0.9792857560301439,0,0,8766.16943359375,9643.760986328125,11376.9228515625,17104.42626953125,18181.9931640625,15458.447265625,16575.8798828125,12448.0244140625,16965.9716796875,12812.099609375,11995.96337890625,9893.43798828125,7120.591796875,8185.17041015625,7661.974365234375,12008.22705078125,17517.9326171875,16404.87646484375,17056.7333984375,16428.4716796875,13017.396484375,16734.19287109375,9013.48388671875,9333.35302734375,9512.30517578125,7773.2255859375,8157.471435546875,14356.439453125,14664.2607421875,18452.826171875,13830.0908203125,18253.9462890625,10693.78271484375,10021.10205078125,13721.4658203125,10765.9677734375,8337.070068359375,7071.080810546875,7473.400390625,8040.228759765625,7440.621826171875,7504.42138671875,6850.289306640625,7852.442138671875,5653.794921875,4716.368896484375,4454.9141845703125,4928.7646484375,6038.203369140625
286,286,957.963504116231,2.3802469135802475,0,0.582706428719787,0.9482745337556985,0,0,14820.57080078125,14499.14453125,15755.01123046875,16208.3232421875,17983.39453125,15458.447265625,16649.1826171875,12448.0244140625,16965.9716796875,12812.099609375,11995.96337890625,9918.326171875,7718.24560546875,13578.32568359375,12679.93359375,15211.08154296875,17620.4580078125,16737.9169921875,16363.7861328125,16356.97607421875,13566.6005859375,18071.53515625,9013.48388671875,9480.40869140625,9557.0810546875,12669.57763671875,12150.44189453125,17086.57568359375,15830.21044921875,18452.826171875,13830.0908203125,18253.9462890625,10693.78271484375,10021.10205078125,13721.4658203125,11095.6630859375,8909.680908203125,10019.732421875,10677.1962890625,10651.18798828125,9704.85693359375,8609.2109375,8638.64697265625,9169.704345703125,6270.84619140625,5366.86962890625,5142.76904296875,5986.9375,6186.247802734375
289,289,957.9634666913821,2.4473251028806624,0,0.5666191704209546,0.9764208491782459,0,0,14131.37060546875,14499.14453125,14983.462890625,18352.9267578125,17498.20263671875,14052.6611328125,15615.03857421875,11096.3212890625,15719.59130859375,10711.56201171875,11576.4931640625,9725.5546875,7718.24560546875,13578.32568359375,12171.16162109375,14130.69482421875,18573.7890625,17739.8955078125,16861.11572265625,16565.70556640625,11359.11083984375,17680.1591796875,8919.50732421875,9006.5595703125,9444.84912109375,12669.57763671875,11620.37353515625,16984.12939453125,16415.85009765625,17651.693359375,12230.50537109375,16958.85205078125,9958.49951171875,9270.47900390625,11650.06982421875,10560.36376953125,8406.4580078125,8884.21142578125,10203.69140625,9839.98095703125,8214.912841796875,8116.421142578125,8638.64697265625,9169.704345703125,5940.337890625,4842.6220703125,4750.865478515625,5986.9375,6186.247802734375
290,290,955.9672120647666,11.88806584362145,0,0.7249008297963337,1.1325616998803845,0,0,66679.908203125,45544.2939453125,16417.8994140625,45316.6240234375,46150.61767578125,40338.62951660156,39121.4599609375,2220.154541015625,48416.373046875,2479.246826171875,2156.1585083007812,2472.3076171875,2498.383544921875,39312.552734375,13005.641479492188,31975.734252929688,69324.072265625,21064.227661132812,33151.61962890625,45679.82421875,2947.5111083984375,64733.50390625,2496.0194091796875,2189.383544921875,2547.9031982421875,36007.998046875,12300.6669921875,36260.47900390625,5373.5810546875,55988.103515625,39915.5009765625,58496.251953125,3449.206787109375,2204.50732421875,3300.0989990234375,2256.5029296875,2537.6295166015625,2556.4232177734375,14131.18994140625,48475.5419921875,4198.00634765625,37255.79064941406,31361.9228515625,47269.3798828125,2161.3575439453125,2118.5269775390625,2232.80419921875,2749.4169921875,18073.5205078125
291,291,805.9814901469666,11.888065843621447,0,0.7826520244456723,1.0811653391354565,0,0,46356.666015625,32494.384765625,15696.9736328125,31974.10546875,33415.2060546875,25965.216430664062,30214.3466796875,3076.4744873046875,37654.826171875,3472.7000732421875,3058.6470947265625,3189.64208984375,4176.714111328125,30555.80078125,11669.723022460938,24845.189453125,46477.60546875,17851.732788085938,26431.1220703125,36540.5517578125,3839.752197265625,45413.419921875,3836.498779296875,3395.9700927734375,3408.2652587890625,33800.244140625,11143.715698242188,26319.1279296875,5854.925048828125,43294.689453125,27652.698486328125,40215.505859375,5083.853271484375,3521.372314453125,4143.6588134765625,3289.6259765625,3729.615234375,2939.03759765625,13110.60302734375,36037.8349609375,5232.52001953125,26024.910766601562,27857.2919921875,33933.974609375,3345.3746337890625,3044.801513671875,3438.7706298828125,4754.402587890625,21196.2314453125
293,293,371.24048039684556,11.947945205479481,0,0.9201606480544853,0.7067428421100894,0,0,16980.8212890625,13624.318359375,16381.56494140625,24007.94140625,10148.6650390625,5355.922424316406,10651.6259765625,2525.4928588867188,9267.43359375,2784.46240234375,2262.6802978515625,1263.67822265625,1500.9014892578125,7827.810546875,21415.013671875,23793.021484375,18909.66357421875,14423.1826171875,9426.095703125,10214.58935546875,2854.5836181640625,9371.15673828125,1924.5407409667969,1635.7962646484375,3234.9183349609375,22441.234375,11324.203857421875,19469.5869140625,16960.67236328125,6382.4140625,5434.179840087891,9853.48876953125,1932.3525390625,1100.8632202148438,3719.2800903320312,1199.6078186035156,1634.5042724609375,15991.9033203125,18529.2587890625,13398.87060546875,16707.91455078125,9239.560546875,11533.775390625,11040.82861328125,2401.1131591796875,1711.1678466796875,1744.9171142578125,1900.9520263671875,0.0
295,295,124.99199014977563,1.1829113924050614,0,1.2194070863145351e-14,0.9899938855816397,0,0,8735.11083984375,8480.817138671875,10079.1201171875,10263.6455078125,12017.31787109375,4081.395263671875,5237.6552734375,7813.105712890625,8996.866943359375,6234.444580078125,8539.28466796875,6426.685302734375,8636.99560546875,7395.011962890625,7118.62646484375,8813.099365234375,25247.951171875,3237.9267578125,9869.2568359375,7381.72021484375,8521.2529296875,5877.111328125,3339.2835693359375,7356.074462890625,6876.010009765625,6647.185546875,9799.826171875,4222.41455078125,27854.16015625,6565.5185546875,9069.60986328125,4374.87548828125,7265.38232421875,5994.43701171875,4747.850341796875,5294.199462890625,3948.178955078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,296,130.08668466047808,1.8863636363636405,0,0.04576111605145747,0.9421254292714754,0,0,3897923.0,3439872.5,560337.875,518002.59375,1244.236083984375,0.0,0.0,128359.875,0.0,122392.640625,141809.796875,0.0,0.0,3857145.125,3389366.0,560833.625,615037.875,0.0,4641.54541015625,0.0,68491.859375,0.0,77785.92578125,88129.73046875,0.0,3725912.875,3473811.625,603482.9375,640321.875,0.0,648.0238647460938,959.8603515625,48364.69921875,0.0,49732.3046875,58968.82421875,0.0,2432070.25,2320518.5,2429411.25,2490914.875,2766347.75,2735094.25,2792494.0,2320862.875,2547329.875,2157170.5,2227597.4375,2814755.75
297,297,146.0280661563324,1.2213991769547319,0,0.8462935463947114,1.0324377727092,0,0,1110684.375,668232.59375,395224.109375,355840.515625,42111.6875,40292.4765625,41339.80078125,94909.09765625,39428.359375,49287.810546875,50467.458984375,36013.646484375,29511.39453125,1016008.75,568529.484375,300301.015625,387532.140625,36700.03515625,40253.25390625,42063.609375,38305.544921875,41580.623046875,34629.7763671875,35788.564453125,37145.5234375,1012040.59375,629592.40625,354150.5,411415.859375,40611.26171875,35254.0537109375,43172.7265625,36547.4716796875,34564.337890625,37432.419921875,34412.6533203125,32988.9580078125,311941.3125,266575.7578125,271281.4921875,254279.9609375,330975.9375,310728.5,304639.015625,242987.9921875,223606.796875,203214.6640625,210669.4765625,236998.046875
298,298,164.0702938169945,3.030708661417323,0,0.10740387123723481,0.9513524200727325,0,0,1828549.375,1595205.5,291405.890625,266215.65625,0.0,0.0,0.0,66285.091796875,0.0,61682.318359375,72833.15234375,0.0,0.0,1763815.1875,1539552.25,292084.703125,338356.5625,0.0,0.0,0.0,36127.5546875,0.0,39436.564453125,40271.384765625,0.0,1756113.5,1574790.75,319520.484375,341850.25,0.0,0.0,0.0,25566.3974609375,0.0,21895.94140625,26372.3818359375,0.0,1203014.375,1087825.3125,1188621.625,1264016.875,1442162.625,1373478.25,1433983.875,1352350.8125,1383795.125,1194224.9375,1228348.125,1557145.8125
299,299,267.0732071335251,2.076576576576576,0,1.5167166610703437e-14,0.8218162812072358,0,0,310208.09375,118864.52734375,241248.7421875,228737.59375,0.0,0.0,0.0,30623.236328125,0.0,14436.275390625,17271.86279296875,0.0,0.0,270052.34375,128214.77734375,311083.375,321801.421875,0.0,9053.66064453125,0.0,28452.7236328125,2600.47119140625,13943.5478515625,11327.9619140625,0.0,269503.8125,139283.1484375,322866.828125,306182.75,0.0,0.0,0.0,12523.076171875,0.0,7136.3427734375,5671.125244140625,0.0,2288.58056640625,5400.544189453125,5357.51171875,5743.47705078125,6240.590087890625,5711.88623046875,5958.831298828125,5580.96728515625,5965.4482421875,5273.110107421875,5696.513671875,5811.591796875
300,300,151.03100077311197,1.7240310077519363,0,0.09331513138652724,1.0959702628100016,0,0,164951.5859375,168996.453125,258927.515625,201627.125,2744.0775146484375,855.389404296875,0.0,35563.646484375,0.0,45079.79296875,38758.591796875,814.5537109375,641.0029907226562,120799.41796875,134498.609375,203167.96875,119963.859375,0.0,0.0,0.0,10232.0986328125,0.0,19954.255859375,29886.9462890625,0.0,111756.7109375,165835.5546875,213533.96875,150464.703125,2047.8475341796875,0.0,0.0,8162.9541015625,0.0,12474.13427734375,19133.474609375,634.8624877929688,7754.216552734375,7897.2744140625,6779.595458984375,7110.898193359375,6773.96044921875,6835.13671875,7251.9873046875,5640.3759765625,2401.923095703125,5669.49951171875,6548.684814453125,5236.68896484375
301,301,116.07120372087527,1.3811965811965836,0,0.021430634993530165,1.3494929286705888,0,0,1055316.125,967415.3125,118925.173828125,175356.3515625,0.0,223.70411682128906,0.0,38569.99609375,0.0,42915.421875,51081.27734375,0.0,0.0,716332.28125,646302.9375,125974.27734375,122176.89453125,199.04571533203125,1889.7394409179688,0.0,15744.02880859375,0.0,19535.5166015625,21550.705078125,0.0,729243.5,659239.40625,132264.3203125,124614.70703125,0.0,0.0,0.0,10394.716796875,0.0,12767.234375,13187.95361328125,0.0,224300.578125,221932.609375,236067.8515625,248055.96875,265228.0625,292664.578125,301523.359375,221346.15625,247214.203125,223577.828125,219816.1015625,323726.828125
302,302,180.06647041516428,1.6346153846153808,0,0.49526153999064254,1.042968337886334,0,0,783128.40625,739280.71875,211654.7421875,165667.0625,0.0,0.0,0.0,46849.54296875,0.0,45391.26953125,51306.25,0.0,0.0,694218.625,652885.71875,184467.59375,212143.40625,0.0,0.0,0.0,25607.1875,0.0,27682.0849609375,27155.7939453125,0.0,650277.40625,671268.6875,207475.390625,212100.6484375,0.0,0.0,0.0,16791.07763671875,0.0,15888.40625,18835.7099609375,0.0,166968.7109375,160290.5078125,180707.9609375,169181.03125,188491.75,197636.4921875,200999.765625,175918.234375,174679.6484375,155495.4765625,161684.46875,185723.4140625
303,303,132.01582169335737,1.2024793388429742,0,0.7062349491540842,1.0193039138327555,0,0,435829.75,243418.46875,139785.65234375,153675.796875,4445.4794921875,5414.561767578125,5562.11767578125,39670.5546875,4131.5548095703125,20697.634765625,20301.7587890625,2559.6610107421875,1669.7916259765625,403021.828125,113755.591796875,134466.44140625,198842.859375,4214.8109130859375,4952.1796875,6325.978515625,14115.28466796875,9722.0458984375,6589.474853515625,14026.193359375,5640.26171875,409863.734375,191841.875,163782.25,216896.1328125,3420.226318359375,4539.8812255859375,5813.641357421875,10402.575439453125,8399.638671875,5152.54736328125,9566.72998046875,5595.1126708984375,55835.435546875,48887.62109375,49764.54296875,52740.888671875,65965.22265625,66636.8359375,70237.337890625,58020.591796875,56702.552734375,52632.662109375,53881.298828125,57608.591796875
304,304,241.0714876094978,3.146107784431143,0,0.082997100313709,0.8054690986820403,0,0,106412.33984375,170098.1875,14233.00341796875,155494.1875,2607.23291015625,4589.605712890625,4151.17431640625,61849.84375,4143.77392578125,37324.849609375,60584.06640625,3982.7581787109375,1372.9437255859375,71287.19921875,195846.8046875,136760.4921875,238416.578125,4307.253662109375,0.0,1895.331787109375,27035.33984375,1758.3424072265625,16538.66845703125,16947.513671875,3641.591796875,69851.68359375,166638.78125,179219.8828125,236762.1796875,3810.9554443359375,1904.6961669921875,3821.2657470703125,20177.94140625,3981.984375,16816.8681640625,15322.38623046875,3997.162353515625,3940.5679931640625,5093.386474609375,4267.45068359375,4679.54345703125,4723.9228515625,4515.708984375,5234.873779296875,5753.250244140625,5144.0087890625,5441.56005859375,5027.34375,5801.04736328125
306,306,117.02578658026619,1.2032432432432416,0,0.6455052087598264,0.8324475021150404,0,0,288224.53125,124796.2890625,359081.390625,137743.5625,1656.9892578125,969.096435546875,2151.6715087890625,4534.485107421875,0.0,1992.3436279296875,2367.429931640625,4578.6695556640625,0.0,277883.328125,103946.03125,218610.765625,60237.65625,3406.42041015625,896.2926635742188,1294.0189208984375,1593.0338745117188,0.0,663.7307739257812,2485.21142578125,0.0,271877.6875,116706.99609375,225148.921875,75407.17578125,2340.8011474609375,630.2716674804688,3253.063232421875,1658.74658203125,620.2733764648438,625.8388061523438,1643.635009765625,802.6062316894531,116735.703125,106502.62890625,102366.3125,114924.8828125,118384.64453125,114770.24609375,68494.66259765625,60590.34765625,58744.509765625,58153.0390625,55837.119140625,53777.509765625
307,307,243.06287743910303,1.635849056603772,0,0.2667215416409101,0.8210004434714917,0,0,311315.375,78393.4296875,140545.0,141458.234375,2116.7216796875,1027.215087890625,2001.6013793945312,30750.5673828125,2738.1435546875,16307.0654296875,19232.2197265625,0.0,0.0,261583.1328125,97588.71484375,175675.4375,261026.0078125,803.685302734375,972.8800048828125,0.0,22505.23046875,2513.482177734375,13209.09521484375,9650.03857421875,0.0,256503.515625,82901.74609375,195415.2421875,265740.28125,0.0,1980.1154174804688,2233.1951904296875,13101.8701171875,693.000244140625,7400.77392578125,5748.323974609375,0.0,17573.423828125,18163.80078125,18473.6533203125,17054.880859375,17551.1484375,15300.96630859375,15718.3056640625,18419.5048828125,10018.521484375,24841.603515625,20911.2138671875,29651.765625
